YEAR,OPID,OTT 서비스 주중 이용 시간(분 기준 환산),OTT 서비스 주말 이용 시간(분 기준 환산)
2023,23580004,60,120
2023,23580101,30,80
2023,23580102,60,150
2023,23580103,60,140
2023,23590001,,
2023,23590002,,
2023,23600001,20,30
2023,23600002,90,120
2023,23610002,,
2023,23610004,30,60
2023,23620001,,
2023,23620002,,
2023,23630001,20,40
2023,23640002,,
2023,23650003,20,35
2023,23660001,,
2023,23660002,,
2023,23670001,,
2023,23680003,35,35
2023,23690001,,
2023,23690002,,
2023,23690004,,
2023,23690005,60,120
2023,23700001,10,10
2023,23700002,,
2023,23730001,,
2023,23730002,10,20
2023,23730003,20,20
2023,23730004,10,10
2023,23740001,30,30
2023,23740002,,
2023,23740003,10,10
2023,23740004,,
2023,23760001,5,5
2023,23760002,10,20
2023,23760003,20,20
2023,23760004,,
2023,23760005,,
2023,23770001,,
2023,23770002,,
2023,23780001,,
2023,23780002,,
2023,23790001,10,10
2023,23790002,20,10
2023,23790003,180,240
2023,23790004,120,120
2023,23820001,,
2023,23820002,20,100
2023,23840001,,
2023,23840002,,
2023,23850002,,
2023,23860001,,
2023,23860002,,
2023,23860101,20,60
2023,23860102,20,80
2023,23870001,,
2023,23870002,,
2023,23910001,,
2023,23920001,,
2023,23930001,,
2023,23930002,,
2023,23930007,20,80
2023,23940001,,
2023,23940002,,
2023,23960001,30,60
2023,23960002,30,60
2023,23960003,20,20
2023,23970001,,
2023,23970002,,
2023,23970003,60,80
2023,23980001,,
2023,23980002,,
2023,2400001,,
2023,2400002,,
2023,24010001,60,90
2023,24010002,,
2023,24010004,60,90
2023,24010005,,
2023,24010006,,
2023,24040001,60,80
2023,24040002,60,90
2023,24060001,,
2023,24060002,,
2023,24060005,20,20
2023,24080001,30,40
2023,24080002,120,60
2023,24080003,120,240
2023,24080004,150,120
2023,2410001,,
2023,2410002,10,10
2023,2410003,60,60
2023,24140001,,
2023,24140002,10,10
2023,24140003,60,60
2023,24150001,,
2023,24150002,,
2023,24150003,60,60
2023,24150004,120,120
2023,24190002,10,10
2023,24190005,5,10
2023,24200001,10,10
2023,24200002,10,10
2023,2420001,,
2023,2420002,,
2023,2420003,30,30
2023,2420004,30,30
2023,24220001,,
2023,24220005,,
2023,24230001,,
2023,24230002,,
2023,24250001,,
2023,24250002,20,20
2023,24260001,,
2023,24270001,,
2023,24270002,,
2023,24280001,60,120
2023,24280002,,
2023,24280004,60,60
2023,24280005,30,30
2023,24300001,,
2023,24300003,10,10
2023,2430001,60,120
2023,2430002,60,120
2023,2430003,10,10
2023,2430004,120,180
2023,24310001,30,30
2023,24330004,30,30
2023,24330005,30,30
2023,24340002,,
2023,24350001,30,60
2023,24350002,10,15
2023,24350003,20,20
2023,24360002,5,5
2023,24360003,40,40
2023,24370001,,
2023,24370002,,
2023,24370003,20,40
2023,24370004,120,120
2023,24380001,,
2023,24380002,,
2023,24390001,,
2023,24390002,,
2023,24400001,,
2023,24400002,60,120
2023,2440001,10,10
2023,2440002,60,0
2023,2440003,30,0
2023,24410101,,
2023,24410102,,
2023,24420003,,
2023,24420005,,
2023,24440002,,
2023,24440004,20,20
2023,24450001,,
2023,24450002,,
2023,24450003,10,10
2023,24470001,10,10
2023,24470002,10,10
2023,24470004,30,30
2023,24480001,20,20
2023,24490001,20,20
2023,24490002,60,60
2023,24500001,10,10
2023,2450001,,
2023,2450002,5,10
2023,2450003,60,60
2023,2450004,60,120
2023,2450005,,
2023,24510001,20,20
2023,24510002,20,20
2023,24520003,60,30
2023,24520004,60,60
2023,24520005,20,20
2023,24530001,,
2023,24530002,20,20
2023,24530003,20,30
2023,24540001,,
2023,24540002,,
2023,24580001,,
2023,24580002,,
2023,24580003,30,60
2023,24590001,30,30
2023,24600001,,
2023,24600002,10,10
2023,24600003,,
2023,2460001,,
2023,2460002,,
2023,24610001,20,30
2023,24610002,,
2023,24670001,,
2023,24670002,,
2023,24670004,30,50
2023,24680001,,
2023,24680002,,
2023,24680003,,
2023,24690001,,
2023,24690002,,
2023,24700001,90,90
2023,24700002,10,10
2023,24700003,30,30
2023,24700004,30,30
2023,24710001,,
2023,24710002,,
2023,24710004,30,30
2023,24710005,30,60
2023,24730001,60,60
2023,24730002,10,10
2023,24730003,60,60
2023,24730004,10,10
2023,24740001,,
2023,24740002,40,30
2023,24740003,60,60
2023,24750001,,
2023,24750002,,
2023,24750003,30,60
2023,24750004,60,60
2023,24770001,,
2023,24770002,,
2023,24770003,10,30
2023,24780001,20,30
2023,24780002,60,60
2023,24780003,60,60
2023,24780004,30,60
2023,24790001,,
2023,24830001,,
2023,24830002,,
2023,24840002,,
2023,24840101,,
2023,24840102,90,120
2023,24840103,40,60
2023,24840104,,
2023,24840105,,
2023,24850001,,
2023,24850002,,
2023,24860001,,
2023,24860002,,
2023,24860003,60,90
2023,24860004,90,120
2023,24890001,20,40
2023,24890002,,
2023,24890003,30,60
2023,24910001,5,15
2023,24910002,15,25
2023,24920001,,
2023,24930002,,
2023,24930003,20,40
2023,24940003,30,30
2023,24950001,25,30
2023,24950002,15,30
2023,25000001,,
2023,25000002,,
2023,25010001,,
2023,25010002,10,30
2023,25020001,,
2023,25020002,,
2023,25020101,30,30
2023,25020102,60,30
2023,25030001,,
2023,25030002,,
2023,25040001,,
2023,25040002,,
2023,25060001,,
2023,25060002,30,60
2023,25070001,,
2023,25070002,,
2023,25070003,30,30
2023,25070004,30,30
2023,25100001,20,10
2023,25100002,20,10
2023,25120001,,
2023,25130001,,
2023,25150001,,
2023,25150002,180,60
2023,25180001,,
2023,25180002,,
2023,25180003,90,30
2023,25180004,90,150
2023,25200001,,
2023,25200002,,
2023,25210001,,
2023,25210002,30,30
2023,25210003,60,50
2023,25210004,120,180
2023,25240001,60,120
2023,25240002,90,120
2023,25240003,30,80
2023,25240004,30,90
2023,25260001,5,5
2023,25260002,,
2023,25260003,60,90
2023,25260004,180,300
2023,25260005,60,120
2023,25270001,,
2023,25270002,,
2023,25270003,60,150
2023,25270004,60,120
2023,25300001,,
2023,25300002,10,30
2023,25310001,120,60
2023,25310002,90,90
2023,25310003,120,120
2023,25320001,,
2023,25320002,,
2023,25320003,10,10
2023,25320004,30,30
2023,25330001,20,10
2023,25330002,,
2023,25330003,30,60
2023,25330004,,
2023,25330005,,
2023,25340001,110,80
2023,25340002,120,30
2023,25350001,30,60
2023,25350002,5,5
2023,25360001,20,20
2023,25370001,,
2023,25370002,20,20
2023,25480001,30,30
2023,25480002,60,120
2023,25490001,40,60
2023,25490002,60,120
2023,25490003,30,60
2023,25500001,,
2023,25500002,20,30
2023,25550001,,
2023,25550002,60,60
2023,25550003,30,30
2023,25550004,30,60
2023,25560001,100,40
2023,25570001,120,0
2023,25570002,120,0
2023,25570003,480,0
2023,25570004,480,0
2023,25580001,50,30
2023,25610001,20,20
2023,25610002,10,10
2023,25610003,15,30
2023,25610004,20,30
2023,25640001,50,20
2023,25640002,10,10
2023,25640003,60,120
2023,25640004,120,240
2023,25650001,,
2023,25660002,,
2023,25660003,,
2023,25660004,20,40
2023,25660005,15,25
2023,25660006,15,30
2023,25660007,10,25
2023,25660008,15,40
2023,25660009,15,15
2023,25670001,40,20
2023,25690001,20,40
2023,25700001,,
2023,25710001,100,60
2023,25720001,,
2023,25720002,,
2023,25730001,30,120
2023,25740001,,
2023,25740002,,
2023,25760001,,
2023,25760002,,
2023,25770002,10,10
2023,25780001,,
2023,25780002,,
2023,25780003,10,25
2023,25790001,120,60
2023,25800002,,
2023,25810001,,
2023,25810002,180,60
2023,25810003,120,60
2023,25810004,180,120
2023,25820001,,
2023,25820002,,
2023,25840001,,
2023,25840002,,
2023,25850001,,
2023,25860001,,
2023,25880001,5,10
2023,25880002,,
2023,25880003,60,60
2023,25880004,60,60
2023,25880005,60,60
2023,25890001,,
2023,25900001,20,20
2023,25900002,10,25
2023,25900004,60,100
2023,25910001,10,10
2023,25910002,10,10
2023,25910003,90,150
2023,25910004,120,120
2023,25920001,20,10
2023,25920002,30,20
2023,25920003,120,120
2023,25920004,50,60
2023,25940001,,
2023,25940002,,
2023,25950001,20,20
2023,25950002,20,20
2023,25950003,15,20
2023,25970001,,
2023,25970003,,
2023,25970004,10,20
2023,25970005,5,10
2023,25980001,,
2023,25980002,,
2023,25980003,60,40
2023,25990001,,
2023,26000001,20,20
2023,26000002,10,10
2023,260001,,
2023,260002,20,20
2023,260003,20,20
2023,260004,30,30
2023,26020002,,
2023,26020003,10,10
2023,26020004,,
2023,26020005,,
2023,26030002,,
2023,26030003,5,10
2023,26030004,30,60
2023,26030006,,
2023,26040001,,
2023,26040002,,
2023,26040003,120,60
2023,26050001,15,15
2023,26050002,10,10
2023,26060001,10,10
2023,26060002,,
2023,26070001,120,60
2023,26080001,,
2023,26080002,,
2023,26090001,5,5
2023,26090002,,
2023,26090003,,
2023,26090005,30,30
2023,26100001,,
2023,26100002,,
2023,26100003,10,20
2023,26100004,30,60
2023,26120001,60,60
2023,26130001,10,25
2023,26130002,10,10
2023,26140001,,
2023,26160001,,
2023,26160002,10,30
2023,26160003,10,30
2023,26180001,,
2023,26190002,,
2023,26190003,,
2023,2620001,60,120
2023,2620002,180,60
2023,2620003,60,60
2023,2620004,60,120
2023,26230001,10,10
2023,26230002,15,20
2023,26240001,10,10
2023,26240002,60,30
2023,26240003,120,60
2023,26240004,30,30
2023,26250001,,
2023,26250002,,
2023,26280001,,
2023,26280002,10,10
2023,26280003,10,10
2023,26280004,10,20
2023,26280005,,
2023,26290001,,
2023,26290002,,
2023,26290003,120,360
2023,26290004,120,240
2023,26290005,60,120
2023,26300001,,
2023,26300002,,
2023,26300003,60,0
2023,26300004,10,10
2023,26320001,,
2023,26360001,10,10
2023,26360002,5,5
2023,26360003,10,10
2023,26370002,,
2023,26370003,30,30
2023,26370004,10,10
2023,26370005,60,90
2023,26370006,120,120
2023,2640001,,
2023,2640002,,
2023,2640003,,
2023,2640004,60,60
2023,2640005,120,120
2023,26410001,5,5
2023,26410002,60,30
2023,26410003,60,60
2023,26410004,60,60
2023,26420001,,
2023,26420002,5,5
2023,26420003,20,20
2023,26440001,,
2023,26440002,,
2023,26470001,,
2023,26470002,,
2023,26470003,120,180
2023,26480001,,
2023,26480002,,
2023,26490001,,
2023,26490002,,
2023,26500001,20,30
2023,26500002,,
2023,26520001,,
2023,26520002,,
2023,26530001,,
2023,26530002,,
2023,26530003,120,180
2023,26530004,10,20
2023,26540001,,
2023,26540002,60,60
2023,26540003,120,180
2023,26550001,,
2023,26550002,5,0
2023,26550003,120,120
2023,26550004,60,60
2023,26570001,,
2023,26600001,,
2023,26600002,,
2023,26600003,20,30
2023,26600004,20,40
2023,26610001,,
2023,26610002,,
2023,26610003,30,40
2023,26620001,,
2023,26620002,20,30
2023,26630001,,
2023,26630002,,
2023,26630003,20,30
2023,26640001,10,10
2023,26640002,,
2023,26640003,,
2023,26650001,15,30
2023,26650002,10,0
2023,26660001,,
2023,26660002,,
2023,26660003,20,30
2023,26700001,,
2023,26700002,,
2023,26700003,20,40
2023,26700004,20,40
2023,26710001,30,30
2023,26710002,30,30
2023,26720001,,
2023,26720002,,
2023,26730001,,
2023,26730002,,
2023,26730003,20,40
2023,26730004,20,30
2023,26740001,10,15
2023,26740002,,
2023,26750001,,
2023,26750002,,
2023,26750003,20,40
2023,26750004,20,40
2023,26750005,20,30
2023,26770001,20,20
2023,26770002,20,20
2023,26770003,0,20
2023,26770004,,
2023,26770005,,
2023,26780001,,
2023,26790001,30,30
2023,26790002,30,30
2023,26790003,20,30
2023,26790004,60,60
2023,26790005,60,40
2023,26800001,60,60
2023,26800002,90,120
2023,26800003,120,180
2023,26800004,10,10
2023,26800005,90,120
2023,26810001,10,30
2023,26810002,,
2023,26810003,60,60
2023,26810004,60,60
2023,26810005,120,180
2023,26830001,,
2023,26830002,,
2023,26830004,30,60
2023,26830101,10,10
2023,26830102,20,20
2023,26850001,30,30
2023,26850002,60,0
2023,26850003,90,150
2023,26850004,120,90
2023,26870001,,
2023,26870002,10,10
2023,26870003,60,60
2023,26870004,,
2023,26870005,,
2023,26880001,300,360
2023,26880002,10,10
2023,26880004,600,600
2023,26890001,,
2023,26890002,,
2023,26890101,60,90
2023,26900001,,
2023,26900002,,
2023,2690001,5,10
2023,2690002,,
2023,26910001,,
2023,26910002,30,30
2023,26910101,60,60
2023,26930002,,
2023,26950001,,
2023,26950002,,
2023,26960001,20,10
2023,26960002,10,10
2023,26960003,5,5
2023,26960006,5,5
2023,26960101,30,30
2023,26960102,20,30
2023,26960103,5,5
2023,26960104,30,20
2023,26960105,,
2023,26980001,10,10
2023,26980002,10,10
2023,26980101,30,30
2023,26980102,20,20
2023,26980201,60,60
2023,26980202,60,60
2023,26990001,,
2023,26990003,,
2023,27000002,90,90
2023,2700001,,
2023,2700002,,
2023,2700003,40,30
2023,270001,,
2023,270002,,
2023,27010001,10,10
2023,27010002,5,0
2023,27010003,10,10
2023,27010005,120,120
2023,27020001,180,300
2023,27020002,210,240
2023,27020004,10,20
2023,27030001,,
2023,27030002,,
2023,27040001,,
2023,27040002,,
2023,27040003,30,40
2023,27050001,,
2023,27050002,20,30
2023,27050003,30,40
2023,27050004,30,40
2023,27060001,,
2023,27060002,,
2023,27070001,,
2023,27070002,,
2023,27080001,,
2023,27080002,,
2023,27090002,20,0
2023,27100002,20,30
2023,2710001,20,10
2023,27110002,20,50
2023,27120004,20,30
2023,27130001,,
2023,27130002,15,0
2023,27140001,,
2023,27140002,20,0
2023,27150002,30,40
2023,27160003,20,40
2023,27190001,30,30
2023,27190002,10,40
2023,27190003,60,60
2023,27190004,60,60
2023,27190005,60,60
2023,27190006,30,60
2023,2720001,20,10
2023,2720002,10,10
2023,27210001,90,90
2023,27210002,60,60
2023,27210003,30,30
2023,27210004,60,60
2023,27210005,270,510
2023,27220001,,
2023,27220002,,
2023,27220003,60,120
2023,27220004,120,60
2023,27230001,30,30
2023,27230002,,
2023,27230003,60,60
2023,27230004,120,150
2023,27270001,90,120
2023,27270002,,
2023,27270003,60,60
2023,27300001,10,10
2023,27300002,60,60
2023,2730001,15,10
2023,2730002,,
2023,27300101,60,60
2023,27300102,60,60
2023,27300201,10,10
2023,27300202,10,10
2023,27300203,10,10
2023,27320001,20,30
2023,27320002,20,30
2023,27330001,,
2023,27330002,,
2023,27330003,20,20
2023,27370001,,
2023,27370002,,
2023,27380001,10,10
2023,27380002,90,120
2023,27380003,60,120
2023,27380004,60,120
2023,27410001,20,10
2023,27410002,20,30
2023,27410003,30,20
2023,27450001,,
2023,27450002,30,30
2023,27470001,30,30
2023,27470002,60,60
2023,27470003,300,480
2023,27470004,60,120
2023,27480002,,
2023,27480003,,
2023,27480004,10,10
2023,27490001,90,180
2023,27490002,240,60
2023,27490003,300,420
2023,27490004,300,420
2023,27500001,5,10
2023,27500002,30,60
2023,27500003,180,300
2023,27500004,300,300
2023,27500005,600,240
2023,2750001,,
2023,2750003,90,60
2023,27530001,10,2
2023,27530002,5,5
2023,27530003,30,120
2023,27540001,,
2023,27560001,,
2023,27560002,5,0
2023,27560003,180,180
2023,27560004,30,60
2023,27570001,10,5
2023,27570002,,
2023,27570003,180,300
2023,27570004,10,10
2023,27570005,10,10
2023,27600001,30,60
2023,27600002,30,30
2023,27600003,120,240
2023,27600004,60,120
2023,2760001,,
2023,2760002,,
2023,2760003,30,30
2023,2760004,60,60
2023,27610001,,
2023,27610002,60,30
2023,27630001,,
2023,27640001,,
2023,27640002,,
2023,27640003,,
2023,27650001,,
2023,27650002,,
2023,27650003,,
2023,27650004,,
2023,27660001,5,5
2023,27660002,10,10
2023,27660003,30,20
2023,27660004,30,30
2023,27670001,,
2023,27670002,,
2023,27670003,60,120
2023,27670004,60,60
2023,27680002,40,40
2023,27690001,,
2023,27690002,,
2023,2770001,60,60
2023,2770002,20,15
2023,2770003,,
2023,27710002,,
2023,27720001,30,30
2023,27720002,20,30
2023,27720003,5,5
2023,27720004,120,120
2023,27770001,,
2023,27770002,,
2023,27770003,,
2023,27770004,20,10
2023,27780001,60,60
2023,27790002,5,5
2023,2780001,20,10
2023,2780002,,
2023,27810001,5,5
2023,27810002,5,5
2023,27810003,240,240
2023,27810004,180,60
2023,27810005,5,5
2023,27820001,,
2023,27850001,30,30
2023,27860001,10,10
2023,27860002,40,30
2023,27870001,,
2023,27870002,10,10
2023,27880001,,
2023,27880002,,
2023,27880003,30,40
2023,27890001,5,5
2023,27900001,5,5
2023,27900002,5,5
2023,27910003,30,60
2023,27920001,,
2023,27930001,10,10
2023,27930002,5,5
2023,27940001,10,10
2023,27940002,,
2023,27940003,,
2023,27940004,,
2023,27960001,,
2023,27960002,,
2023,27990002,180,60
2023,27990004,180,300
2023,2800001,20,20
2023,2800002,30,30
2023,28010001,15,10
2023,28010002,60,180
2023,28010003,120,180
2023,28010004,,
2023,28010005,,
2023,28030001,,
2023,28030004,10,30
2023,28030005,,
2023,28030006,,
2023,28040001,,
2023,28050001,30,60
2023,28050002,240,480
2023,28050003,,
2023,28050004,130,130
2023,28070001,,
2023,28070002,,
2023,28070003,,
2023,28070004,120,120
2023,28090001,,
2023,28090002,10,10
2023,28090003,,
2023,2810001,20,20
2023,2810002,30,30
2023,28140001,60,120
2023,28140002,40,60
2023,28140003,90,150
2023,28140004,75,150
2023,28170002,20,10
2023,28180001,,
2023,2820001,,
2023,2820002,,
2023,2820003,20,20
2023,28210001,,
2023,28210002,,
2023,28210003,30,60
2023,28260001,,
2023,28260002,,
2023,28260003,60,120
2023,28260004,,
2023,28280001,,
2023,28280002,,
2023,28280003,5,10
2023,28280004,20,30
2023,28290002,,
2023,28290004,20,30
2023,28300001,,
2023,28300002,,
2023,28300003,30,60
2023,28300004,10,10
2023,28300005,,
2023,2830001,,
2023,2830002,,
2023,2830003,20,20
2023,2830004,20,20
2023,28310001,,
2023,28310002,5,10
2023,28310003,60,60
2023,28320001,,
2023,28320002,,
2023,28320003,30,60
2023,28320004,,
2023,28320005,,
2023,28330001,16,0
2023,28330002,20,40
2023,28330004,30,60
2023,28350001,180,180
2023,28350002,120,120
2023,28350003,60,60
2023,28370001,30,0
2023,28370002,30,30
2023,28370003,120,60
2023,28370004,60,60
2023,2840001,,
2023,2840002,,
2023,2840003,60,10
2023,28430001,,
2023,28430002,10,10
2023,28480001,,
2023,28480002,60,60
2023,28480003,30,30
2023,28500001,60,90
2023,28500002,90,150
2023,28500004,80,130
2023,2850001,,
2023,2850002,,
2023,28520001,,
2023,28540001,,
2023,28570001,30,30
2023,28570002,30,40
2023,28570003,30,30
2023,28580001,,
2023,28580002,,
2023,28580003,30,40
2023,28580004,60,60
2023,28580005,20,30
2023,28590001,,
2023,28590002,,
2023,28590003,,
2023,28590004,,
2023,28590005,,
2023,28610001,10,10
2023,28610002,10,10
2023,28610003,300,300
2023,28610004,120,120
2023,28620001,,
2023,28620002,30,30
2023,28620003,60,60
2023,28620004,60,60
2023,28640001,10,10
2023,28640002,10,10
2023,28640003,,
2023,28690001,60,60
2023,28690002,30,30
2023,28700001,,
2023,28700002,60,60
2023,2870002,,
2023,28710001,,
2023,28710002,,
2023,28710003,90,90
2023,28710004,60,180
2023,28780001,,
2023,28780002,,
2023,28780003,240,240
2023,28780004,30,0
2023,28820001,,
2023,28820002,,
2023,28820003,,
2023,28820004,,
2023,28850001,30,30
2023,28850002,,
2023,28850004,120,120
2023,28850101,60,90
2023,28850102,,
2023,28900001,,
2023,28900002,,
2023,2890002,,
2023,2890005,30,30
2023,2890006,30,30
2023,28910002,,
2023,28930001,,
2023,28930002,,
2023,28930003,10,20
2023,28930004,20,10
2023,28940001,10,30
2023,28950001,20,20
2023,28950002,60,30
2023,28950003,20,30
2023,28950004,,
2023,28960001,,
2023,28960002,30,30
2023,28990001,10,15
2023,28990002,10,0
2023,28990004,,
2023,29000001,,
2023,29000002,,
2023,290001,,
2023,290002,,
2023,290003,,
2023,29010001,10,10
2023,29010002,10,5
2023,29010003,30,60
2023,29010004,,
2023,29010005,30,20
2023,29020001,,
2023,29040001,,
2023,29100001,,
2023,29100002,20,20
2023,29170001,50,60
2023,29170002,20,60
2023,29170003,120,120
2023,29170004,90,40
2023,29170005,60,30
2023,29180001,,
2023,29180002,10,10
2023,29220001,10,10
2023,29220002,30,60
2023,29220003,30,30
2023,29220004,30,60
2023,29250001,,
2023,29250002,10,10
2023,29250003,240,480
2023,29250004,60,120
2023,29270001,,
2023,29270002,10,10
2023,29270003,120,180
2023,29270004,60,60
2023,29300001,480,600
2023,29300002,480,600
2023,29300003,300,480
2023,29300004,300,480
2023,2930002,,
2023,2930003,0,5
2023,29330001,20,20
2023,29330002,30,30
2023,29340001,20,20
2023,29340002,20,20
2023,29340003,30,30
2023,29340004,20,20
2023,29420001,,
2023,29430002,10,20
2023,29430003,40,20
2023,29450001,,
2023,29450002,15,30
2023,29470001,,
2023,29490001,30,30
2023,29490002,60,90
2023,29490003,10,30
2023,29490004,,
2023,29500001,120,180
2023,29500002,60,30
2023,29500003,240,120
2023,29500004,60,120
2023,29530001,,
2023,29530002,,
2023,29530003,30,60
2023,29530004,60,120
2023,29540002,15,15
2023,29540003,20,20
2023,29540004,30,30
2023,29550001,,
2023,29550003,,
2023,29560001,,
2023,29570001,,
2023,29570002,,
2023,29570003,10,10
2023,29570004,10,10
2023,29580001,10,20
2023,29580002,,
2023,29580003,120,180
2023,29580004,30,120
2023,29580005,10,30
2023,29600001,10,10
2023,29600002,20,20
2023,29620001,20,30
2023,29620002,60,60
2023,29640001,40,40
2023,29640002,,
2023,29640003,30,60
2023,29650001,60,60
2023,29660001,30,60
2023,29660002,,
2023,29670001,30,30
2023,29670002,30,30
2023,29690001,,
2023,29690002,,
2023,29690003,30,30
2023,29690004,30,30
2023,29700004,70,120
2023,29720001,20,10
2023,29720002,20,10
2023,29720003,40,40
2023,29740002,,
2023,29740003,60,90
2023,29740004,15,30
2023,29750001,10,15
2023,29750002,30,30
2023,29760001,10,30
2023,29780001,30,30
2023,29780002,20,40
2023,29780003,25,25
2023,29800001,,
2023,29800002,,
