gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,Yes,72,Yes,No phone service,No,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,52.36,3618.32,0
Female,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,79.85,3363.06,0
Male,0,Yes,No,52,No,No,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Electronic check,85.17,4249.41,1
Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Credit card (automatic),102.62,3588.54,0
Female,0,Yes,No,1,Yes,No,DSL,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,20.49,0.0,1
Female,0,No,Yes,6,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),40.46,176.26,1
Female,0,No,No,19,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),90.62,1753.49,1
Male,1,Yes,No,17,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Two year,No,Electronic check,75.48,1307.61,0
Male,0,Yes,Yes,61,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),68.55,4253.05,0
Male,0,Yes,No,61,Yes,No,No,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,23.63,1501.62,0
Female,0,Yes,Yes,62,Yes,No,DSL,No,Yes,No internet service,No,No,No,One year,No,Bank transfer (automatic),53.52,3409.51,0
Female,0,Yes,No,46,No,No,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,One year,Yes,Electronic check,106.24,4886.89,0
Male,0,Yes,Yes,40,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.15,870.28,0
Male,1,No,Yes,47,Yes,No,DSL,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),58.44,2787.6,0
Male,0,Yes,No,29,No,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Electronic check,114.41,3329.22,0
Female,0,No,No,48,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),23.19,1081.34,0
Male,1,Yes,Yes,57,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),94.47,5358.19,0
Male,0,Yes,No,55,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.28,2370.0,0
Male,1,No,Yes,44,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),106.39,4714.89,0
Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),94.1,368.88,0
Male,0,Yes,No,52,No,Yes,DSL,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,108.34,5580.63,1
Male,1,Yes,Yes,26,Yes,No phone service,DSL,No,No internet service,No,No,No,No,Two year,Yes,Mailed check,40.02,987.54,0
Male,0,Yes,No,54,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),72.19,3801.43,0
Male,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),97.49,3880.42,1
Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),43.06,2762.13,1
Female,0,Yes,No,24,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,No,Two year,No,Electronic check,41.54,927.94,0
Female,0,Yes,No,67,Yes,No,No,No,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.77,1456.27,0
Female,0,Yes,No,61,No,No,DSL,Yes,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Electronic check,115.77,7017.13,0
Female,0,Yes,No,24,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),90.42,2057.56,0
Female,0,Yes,No,35,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,No,No internet service,One year,Yes,Mailed check,82.83,2980.75,1
Male,0,Yes,No,38,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,No,Electronic check,93.89,3524.85,0
Female,0,No,No,56,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),72.22,4011.61,1
Male,0,Yes,No,50,No,No phone service,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),66.57,3331.79,0
Male,0,Yes,No,62,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),63.85,4050.11,0
Female,0,No,No,27,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,83.32,2251.24,0
Male,0,No,No,36,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.56,1292.23,1
Male,0,Yes,No,31,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,One year,No,Bank transfer (automatic),108.58,3409.49,0
Male,0,Yes,No,66,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,Yes,Two year,Yes,Electronic check,100.8,6614.0,0
Male,0,No,No,22,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),53.66,1331.55,0
Female,0,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),77.02,3234.75,0
Female,1,No,No,8,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.38,80.24,1
Male,1,Yes,No,62,Yes,No phone service,DSL,No,Yes,Yes,No internet service,Yes,Yes,One year,No,Electronic check,117.18,7293.75,0
Male,0,Yes,Yes,28,Yes,No phone service,No,No,No,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),110.1,3238.37,1
Female,1,No,No,24,Yes,No phone service,No,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),112.03,2814.79,1
Female,1,Yes,Yes,42,No,No phone service,No,Yes,No,No internet service,No,No internet service,No,One year,No,Credit card (automatic),51.88,2325.44,0
Male,0,No,Yes,36,Yes,No phone service,DSL,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,35.25,1187.42,0
Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),39.6,2488.57,0
Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,27.18,975.08,1
Male,0,Yes,No,37,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.25,1137.19,0
Male,0,Yes,Yes,7,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.27,75.05,0
Female,0,No,No,1,Yes,No phone service,DSL,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),118.96,67.4,1
Male,0,Yes,No,29,Yes,No phone service,No,Yes,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,25.55,686.85,0
Male,1,No,No,72,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,Two year,Yes,Mailed check,31.52,2341.32,0
Male,0,No,No,66,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),102.38,6821.14,0
Male,0,No,No,45,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),77.18,3495.25,0
Female,0,Yes,Yes,46,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Electronic check,96.99,4353.51,0
Male,0,Yes,Yes,28,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),82.35,2280.87,0
Male,1,No,Yes,12,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,107.98,1236.07,1
Female,0,No,No,0,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,One year,Yes,Electronic check,83.12,69.57,1
Female,0,Yes,Yes,24,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),71.26,1804.49,1
Male,0,No,Yes,23,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),90.7,2170.61,1
Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No,Two year,No,Electronic check,63.63,766.77,0
Female,0,No,Yes,18,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),53.3,740.24,1
Female,0,No,No,1,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),65.7,0.0,0
Female,0,Yes,Yes,44,Yes,Yes,No,Yes,No,Yes,No,No internet service,Yes,Two year,No,Mailed check,35.31,1667.37,0
Female,0,Yes,No,67,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),99.25,6617.65,0
Male,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No internet service,One year,No,Credit card (automatic),44.59,2169.44,0
Male,0,Yes,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),33.66,1208.53,0
Male,0,Yes,Yes,30,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),43.13,1395.11,0
Male,0,No,No,22,Yes,No phone service,No,Yes,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,103.89,2287.54,0
Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,51.68,493.33,0
Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,87.98,3772.57,0
Male,1,Yes,Yes,41,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No,No,One year,No,Credit card (automatic),105.35,4337.52,0
Female,0,Yes,No,0,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,25.93,128.0,1
Female,0,No,Yes,30,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,No,One year,No,Mailed check,96.03,2914.7,0
Female,0,Yes,No,20,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No,Two year,No,Credit card (automatic),49.38,1045.68,0
Male,0,No,No,12,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,40.1,574.74,0
Male,0,Yes,Yes,51,No,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,88.27,4408.2,1
Female,0,No,Yes,38,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,110.8,4270.79,1
Male,0,No,No,46,Yes,No,DSL,No,Yes,No,Yes,No internet service,No,Two year,No,Mailed check,48.09,2188.57,0
Male,0,Yes,Yes,52,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),76.02,3751.75,1
Female,0,Yes,Yes,71,Yes,No phone service,No,No internet service,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),47.56,3206.51,0
Male,0,No,No,58,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,Two year,No,Mailed check,74.54,4241.87,0
Female,0,No,Yes,45,No,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,81.43,3706.85,1
