고객ID,나이,성별,지역,서비스,요금제유형,월정액,월시청시간,월평균접속횟수,프로필수,동시접속이용,구독유형,가입기간_개월,등록기기수,오프라인저장,키즈프로필,추가프로필구매,독점콘텐츠시청,부가서비스수,Netflix_사용,Tving_사용,Disney_사용,CS문의횟수_6개월,불만접수건수,만족도점수,결제방법,결제실패경험,할인율,주사용기기기간_개월,주사용기기,이탈여부
OTT03258,31,남성,경기,Disney+,스탠다드 HD,13334,63.11,31,3,0,월간 구독,4,1,1,1,0,1,3,1,1,1,1,0,4,신용카드,0,0,18,태블릿,0
OTT03259,42,남성,부산,Netflix,프리미엄 4K,17372,94.38,13,3,0,연간 구독,11,2,1,0,0,0,1,1,1,1,0,0,2,간편결제,0,0,3,스마트폰,0
OTT03260,67,남성,경기,Netflix,스탠다드 HD,13761,64.0,15,5,0,연간 구독,6,1,1,0,1,0,2,1,0,0,1,0,3,간편결제,0,0,9,PC,0
OTT03261,39,여성,경기,Netflix,베이직,9105,122.01,12,5,1,월간 구독,39,1,0,1,0,1,2,1,0,0,0,0,4,간편결제,0,0,3,스마트TV,0
OTT03262,69,여성,서울,Disney+,프리미엄 4K,16660,110.4,17,1,0,6개월 구독,50,4,0,0,1,0,1,0,0,1,1,1,2,신용카드,0,15,22,스마트TV,0
OTT03263,47,남성,전남,Netflix,베이직,9634,75.3,25,1,1,월간 구독,7,2,1,0,0,0,1,1,0,0,0,0,1,간편결제,0,0,29,스마트폰,1
OTT03264,37,남성,제주,Tving,연간 멤버십,12088,114.2,1,1,1,월간 구독,45,1,0,0,1,1,2,0,1,0,2,0,4,간편결제,0,0,11,스마트폰,0
OTT03265,38,여성,경기,Netflix,광고형 스탠다드,5000,9.15,9,5,0,월간 구독,30,2,0,0,0,0,0,1,0,0,1,0,5,간편결제,0,10,5,스마트폰,0
OTT03266,61,남성,경기,Netflix,스탠다드 HD,14020,65.72,21,1,0,연간 구독,42,1,1,0,0,0,1,1,1,0,0,1,5,신용카드,1,10,17,스마트TV,0
OTT03267,49,남성,대구,Disney+,연간 멤버십,13256,70.06,19,5,0,월간 구독,23,1,1,0,0,0,1,0,1,1,2,0,1,신용카드,0,5,32,PC,0
OTT03268,68,남성,강원,Disney+,스탠다드 HD,14134,8.36,15,5,0,연간 구독,28,1,0,0,0,0,0,1,0,1,2,1,5,신용카드,0,15,13,스마트폰,0
OTT03269,63,남성,경기,Disney+,프리미엄 4K,17102,120.17,6,3,0,월간 구독,38,2,1,0,0,1,2,0,0,1,1,0,1,휴대폰결제,0,0,3,태블릿,0
OTT03270,66,여성,경남,Tving,연간 멤버십,11494,0.44,14,1,0,월간 구독,35,3,0,1,0,0,1,1,1,1,1,0,1,간편결제,0,0,12,스마트폰,0
OTT03271,73,남성,부산,Disney+,광고형 스탠다드,5632,28.51,15,5,0,6개월 구독,56,1,0,1,0,0,1,1,0,1,1,0,2,신용카드,0,0,15,스마트TV,0
OTT03272,38,여성,인천,Tving,베이직,9046,1.09,6,5,0,연간 구독,1,4,0,0,1,0,1,0,1,0,1,0,3,간편결제,0,0,30,스마트폰,0
OTT03273,52,남성,광주,Disney+,베이직,9120,37.05,11,4,0,6개월 구독,24,1,1,1,0,1,3,0,0,1,0,1,1,신용카드,0,0,22,스마트TV,1
OTT03274,49,남성,제주,Netflix,베이직,9290,26.56,18,2,0,월간 구독,48,2,0,1,0,1,2,1,1,0,0,0,1,신용카드,0,0,20,스마트폰,0
OTT03275,47,여성,전북,Tving,스탠다드 HD,13603,48.78,24,5,1,월간 구독,28,1,0,0,0,0,0,1,1,0,1,0,4,간편결제,0,0,25,스마트TV,0
OTT03276,72,남성,서울,Tving,스탠다드 HD,13094,72.72,29,2,0,월간 구독,55,2,1,0,0,1,2,0,1,1,2,0,2,간편결제,0,0,34,스마트TV,0
OTT03277,56,여성,경기,Netflix,베이직,9598,73.18,9,5,0,월간 구독,34,1,1,0,0,0,1,1,1,0,0,0,1,휴대폰결제,0,15,16,스마트폰,0
OTT03278,66,남성,인천,Disney+,연간 멤버십,11349,64.05,16,1,0,월간 구독,17,1,1,1,0,1,3,1,0,1,1,0,3,간편결제,0,0,28,태블릿,1
OTT03279,29,여성,경기,Disney+,프리미엄 4K,16696,5.37,17,5,0,연간 구독,24,1,0,0,0,1,1,0,0,1,1,1,3,신용카드,0,5,28,스마트폰,0
OTT03280,58,남성,세종,Tving,광고형 스탠다드,5876,27.02,18,1,0,월간 구독,31,1,0,0,0,0,0,1,1,0,3,1,4,신용카드,0,0,30,스마트TV,0
OTT03281,64,여성,전남,Netflix,프리미엄 4K,17037,84.63,17,5,0,월간 구독,20,1,0,0,0,1,1,1,0,0,2,1,2,신용카드,0,5,4,스마트TV,1
OTT03282,35,남성,충북,Tving,베이직,9568,53.11,8,5,0,6개월 구독,59,1,1,0,0,0,1,0,1,0,0,2,4,간편결제,0,0,26,스마트TV,0
OTT03283,38,여성,제주,Disney+,베이직,9656,57.13,24,3,0,6개월 구독,29,1,0,0,1,0,1,0,0,1,2,0,5,간편결제,0,0,35,스마트TV,0
OTT03284,30,남성,경기,Tving,베이직,9753,12.87,16,3,1,월간 구독,28,1,1,1,0,1,3,0,1,0,1,0,2,신용카드,0,0,16,스마트폰,0
OTT03285,38,여성,경북,Netflix,프리미엄 4K,16711,19.66,20,5,0,월간 구독,14,1,1,1,0,0,2,1,0,0,1,0,4,정기결제,0,15,8,스마트TV,0
OTT03286,25,남성,충남,Tving,베이직,8902,155.96,20,4,0,월간 구독,42,1,1,0,0,1,2,0,1,0,1,0,2,신용카드,0,0,11,태블릿,1
OTT03287,63,여성,경기,Netflix,베이직,9302,93.84,13,5,0,월간 구독,26,1,0,1,0,0,1,1,0,1,1,0,1,신용카드,0,20,14,스마트폰,0
OTT03288,57,남성,충북,Disney+,프리미엄 4K,17223,9.01,27,5,1,연간 구독,41,1,0,0,0,0,0,0,1,1,2,0,5,간편결제,0,15,22,스마트TV,0
OTT03289,63,남성,서울,Netflix,프리미엄 4K,17026,39.34,15,1,0,연간 구독,44,3,1,0,0,1,2,1,0,1,1,0,2,휴대폰결제,0,5,33,스마트폰,0
OTT03290,24,남성,전북,Tving,베이직,9300,33.72,21,2,0,월간 구독,11,2,0,0,0,0,0,0,1,1,0,1,2,신용카드,0,0,20,스마트폰,1
OTT03291,40,남성,부산,Disney+,베이직,9518,29.32,20,1,0,월간 구독,16,3,1,0,0,0,1,1,1,1,0,1,5,신용카드,0,0,8,스마트TV,0
OTT03292,61,남성,경기,Netflix,스탠다드 HD,13876,31.8,22,1,0,연간 구독,36,3,0,0,0,1,1,1,0,0,0,1,1,휴대폰결제,0,15,1,스마트폰,0
OTT03293,49,여성,대전,Netflix,베이직,9637,51.49,30,5,0,연간 구독,29,1,0,1,0,0,1,1,1,1,0,1,3,신용카드,0,5,9,스마트TV,0
OTT03294,28,여성,광주,Netflix,연간 멤버십,12995,170.79,12,3,1,연간 구독,27,1,1,0,0,1,2,1,0,0,1,1,5,간편결제,0,5,7,스마트폰,0
OTT03295,39,남성,경기,Netflix,프리미엄 4K,16905,104.1,19,1,0,연간 구독,29,2,0,0,0,0,0,1,0,1,0,0,5,신용카드,0,5,11,스마트TV,0
OTT03296,39,여성,서울,Netflix,베이직,9608,104.02,19,4,0,월간 구독,28,3,1,0,0,1,2,1,0,0,0,0,4,간편결제,0,5,8,스마트TV,0
OTT03297,60,여성,경기,Disney+,프리미엄 4K,16712,60.76,17,3,1,월간 구독,32,2,1,0,0,0,1,0,1,1,3,0,1,신용카드,0,5,34,태블릿,1
OTT03298,42,남성,부산,Disney+,프리미엄 4K,16803,0.89,24,1,1,월간 구독,27,1,0,0,0,0,0,1,1,1,0,0,1,간편결제,0,0,7,스마트폰,1
OTT03299,39,여성,경북,Disney+,스탠다드 HD,13213,29.03,8,3,1,연간 구독,11,1,1,0,0,1,2,0,0,1,1,0,1,간편결제,0,10,22,스마트폰,0
OTT03300,45,여성,경남,Disney+,베이직,9512,35.78,33,5,0,연간 구독,45,1,1,0,0,0,1,1,0,1,2,0,4,간편결제,0,0,4,스마트TV,0
OTT03301,46,여성,부산,Netflix,광고형 스탠다드,5713,92.41,34,3,0,연간 구독,8,1,0,0,0,1,1,1,0,0,1,0,5,간편결제,0,0,13,스마트TV,1
OTT03302,30,남성,충남,Netflix,스탠다드 HD,13263,128.1,13,5,0,연간 구독,56,1,0,0,0,0,0,1,0,0,2,1,1,휴대폰결제,0,5,16,스마트폰,0
OTT03303,35,여성,경기,Netflix,베이직,9580,30.03,19,4,1,연간 구독,49,1,1,0,0,1,2,1,0,1,0,0,1,간편결제,0,30,21,PC,0
OTT03304,19,남성,충북,Disney+,베이직,9840,17.87,2,5,0,월간 구독,53,1,0,0,0,1,1,0,1,1,0,1,1,간편결제,1,5,29,스마트폰,0
OTT03305,46,남성,경기,Tving,스탠다드 HD,13730,20.58,13,4,0,월간 구독,43,1,0,0,0,0,0,1,1,0,2,1,3,신용카드,0,0,4,스마트TV,0
OTT03306,38,남성,경기,Netflix,베이직,9751,43.22,43,1,1,연간 구독,4,1,0,0,0,0,0,1,0,0,0,0,1,간편결제,0,10,23,스마트폰,0
OTT03307,32,여성,광주,Netflix,광고형 스탠다드,5908,16.08,26,1,0,연간 구독,52,1,1,0,0,1,2,1,0,1,1,0,2,휴대폰결제,0,0,28,스마트폰,0
OTT03308,69,여성,서울,Tving,광고형 스탠다드,5321,120.81,26,5,0,연간 구독,57,4,1,0,0,1,2,0,1,1,1,1,3,간편결제,0,20,32,스마트폰,0
OTT03309,44,여성,강원,Tving,광고형 스탠다드,5626,27.12,15,2,1,월간 구독,12,2,1,1,0,1,3,0,1,1,1,0,3,신용카드,0,10,18,스마트TV,0
OTT03310,67,남성,전남,Disney+,스탠다드 HD,12941,230.58,18,5,0,월간 구독,32,1,0,1,0,0,1,0,0,1,0,0,1,신용카드,0,0,9,스마트폰,0
OTT03311,48,남성,경기,Netflix,광고형 스탠다드,5532,5.8,19,3,0,월간 구독,59,2,1,1,0,1,3,1,0,0,4,1,4,간편결제,1,0,14,스마트폰,0
OTT03312,32,남성,인천,Disney+,스탠다드 HD,13792,10.41,5,2,1,월간 구독,12,1,1,0,0,0,1,1,1,1,3,1,5,신용카드,0,0,20,PC,0
OTT03313,68,남성,경북,Netflix,광고형 스탠다드,5932,35.83,21,5,0,연간 구독,51,3,0,0,1,0,1,1,0,0,0,0,4,간편결제,0,20,24,스마트폰,0
OTT03314,40,남성,충남,Tving,연간 멤버십,14041,101.36,27,5,0,연간 구독,56,2,1,0,0,0,1,1,1,0,0,1,4,휴대폰결제,0,15,20,스마트TV,0
OTT03315,41,여성,경기,Disney+,프리미엄 4K,16893,21.84,37,1,0,연간 구독,25,1,1,0,1,0,2,1,0,1,2,1,5,휴대폰결제,0,20,0,스마트TV,0
OTT03316,61,여성,경기,Disney+,베이직,10021,90.84,22,1,1,연간 구독,24,2,0,0,1,1,2,1,0,1,4,0,3,정기결제,0,30,22,스마트폰,0
OTT03317,30,남성,대전,Netflix,베이직,9680,27.71,18,5,0,월간 구독,20,3,1,0,0,1,2,1,0,0,2,0,3,휴대폰결제,0,5,16,스마트폰,0
OTT03318,39,남성,부산,Netflix,광고형 스탠다드,5689,95.86,18,2,0,연간 구독,50,1,1,0,0,0,1,1,0,0,0,0,4,휴대폰결제,0,0,13,스마트폰,0
OTT03319,60,남성,서울,Tving,스탠다드 HD,12929,16.25,23,5,0,6개월 구독,42,1,1,0,0,0,1,0,1,0,1,0,5,신용카드,0,5,35,스마트폰,0
OTT03320,54,남성,경기,Netflix,연간 멤버십,12974,31.92,27,5,0,월간 구독,7,1,1,0,0,0,1,1,0,0,1,0,3,간편결제,0,5,33,태블릿,1
OTT03321,50,여성,경남,Tving,베이직,9614,16.34,30,5,0,월간 구독,32,1,1,0,0,0,1,0,1,0,0,0,1,신용카드,1,5,20,스마트TV,1
OTT03322,73,여성,울산,Disney+,스탠다드 HD,13314,12.12,0,5,0,연간 구독,51,1,1,1,0,1,3,0,0,1,0,1,2,신용카드,0,0,15,태블릿,0
OTT03323,20,여성,제주,Netflix,프리미엄 4K,17518,27.34,30,1,1,6개월 구독,6,1,1,1,0,1,3,1,0,0,0,1,2,신용카드,0,0,18,스마트TV,0
OTT03324,71,남성,충남,Tving,광고형 스탠다드,5651,20.38,7,4,0,6개월 구독,19,2,0,0,1,0,1,1,1,0,1,0,5,간편결제,0,0,0,스마트TV,0
OTT03325,36,남성,제주,Netflix,프리미엄 4K,16954,77.36,10,4,0,월간 구독,52,1,1,1,0,0,2,1,0,0,2,0,3,신용카드,0,20,11,스마트TV,1
OTT03326,40,남성,경기,Disney+,프리미엄 4K,17138,68.84,17,5,0,6개월 구독,18,1,1,0,0,0,1,0,0,1,2,0,4,간편결제,0,0,27,스마트폰,0
OTT03327,46,여성,충남,Disney+,베이직,9565,22.2,25,1,0,연간 구독,12,3,1,0,1,0,2,1,0,1,0,0,1,간편결제,1,5,27,스마트TV,0
OTT03328,47,여성,서울,Tving,베이직,9463,243.16,6,5,0,월간 구독,43,1,1,1,0,1,3,0,1,0,1,0,4,간편결제,0,5,28,스마트TV,0
OTT03329,56,남성,대전,Netflix,베이직,9363,182.17,14,5,0,연간 구독,47,4,1,0,0,0,1,1,0,0,0,0,4,간편결제,0,0,24,스마트폰,0
OTT03330,61,남성,인천,Disney+,스탠다드 HD,13348,124.95,22,3,1,6개월 구독,37,1,0,1,0,1,2,0,1,1,1,0,2,간편결제,0,0,34,스마트TV,0
OTT03331,64,남성,경기,Tving,광고형 스탠다드,5545,44.16,24,5,0,6개월 구독,10,3,1,0,0,1,2,1,1,0,0,0,5,신용카드,0,10,27,스마트폰,0
OTT03332,42,여성,경북,Netflix,연간 멤버십,13229,26.58,24,3,0,연간 구독,23,1,0,0,0,1,1,1,0,1,1,0,2,정기결제,0,15,25,스마트폰,0
OTT03333,54,여성,경북,Disney+,스탠다드 HD,12872,18.77,29,1,0,월간 구독,18,2,1,0,0,0,1,0,1,1,1,0,5,간편결제,0,10,33,PC,0
OTT03334,64,여성,서울,Disney+,광고형 스탠다드,5573,0.76,31,5,0,월간 구독,21,1,0,1,0,0,1,0,0,1,1,0,2,간편결제,0,30,22,스마트TV,1
OTT03335,25,여성,대구,Tving,연간 멤버십,13209,49.96,21,4,1,연간 구독,54,1,0,0,0,0,0,0,1,0,2,0,4,신용카드,0,0,34,PC,0
OTT03336,59,남성,경기,Tving,베이직,9820,40.28,19,3,0,월간 구독,47,1,1,0,0,1,2,1,1,0,1,0,5,간편결제,0,30,13,스마트TV,0
OTT03337,33,남성,경기,Netflix,베이직,9299,49.7,12,2,1,6개월 구독,54,1,0,0,0,0,0,1,1,0,0,1,4,신용카드,0,0,0,태블릿,0
OTT03338,25,남성,전남,Tving,스탠다드 HD,13558,42.9,14,5,1,6개월 구독,13,1,0,1,0,1,2,0,1,0,0,0,5,신용카드,0,0,20,태블릿,0
OTT03339,18,남성,경기,Netflix,베이직,9688,7.41,6,4,0,6개월 구독,2,2,1,0,0,0,1,1,1,0,1,0,2,휴대폰결제,0,5,34,스마트TV,1
OTT03340,61,여성,제주,Netflix,베이직,9255,59.43,33,3,1,월간 구독,2,1,0,1,0,0,1,1,1,0,0,0,2,간편결제,0,0,25,스마트TV,1
OTT03341,22,여성,서울,Netflix,광고형 스탠다드,5425,22.35,19,3,0,연간 구독,18,2,1,0,0,0,1,1,0,0,3,2,2,휴대폰결제,0,0,21,스마트TV,1
OTT03342,20,남성,대전,Netflix,연간 멤버십,12173,36.31,27,3,0,월간 구독,35,1,0,1,1,1,3,1,1,1,1,0,5,신용카드,0,15,12,스마트TV,0
OTT03343,18,여성,대전,Netflix,프리미엄 4K,17107,22.76,46,3,0,월간 구독,48,1,0,0,0,1,1,1,0,0,1,0,3,간편결제,0,0,21,스마트폰,0
OTT03344,21,남성,경기,Tving,프리미엄 4K,17063,1.11,42,3,0,연간 구독,34,2,0,0,0,1,1,1,1,0,0,2,1,간편결제,0,10,31,스마트폰,1
OTT03345,57,남성,경기,Tving,프리미엄 4K,16514,104.6,31,5,0,월간 구독,41,1,0,0,0,0,0,0,1,0,1,0,5,간편결제,0,10,11,스마트폰,0
OTT03346,52,남성,전남,Tving,광고형 스탠다드,5256,8.05,16,3,0,월간 구독,10,2,0,0,0,0,0,0,1,0,2,0,5,간편결제,0,0,15,태블릿,0
OTT03347,49,남성,충남,Netflix,프리미엄 4K,16933,43.63,28,5,1,월간 구독,37,1,0,1,0,1,2,1,0,0,0,1,3,간편결제,0,0,14,스마트폰,0
OTT03348,59,남성,경기,Netflix,베이직,9446,107.34,19,3,0,월간 구독,32,1,1,1,0,0,2,1,1,1,2,1,2,신용카드,0,30,28,스마트TV,0
OTT03349,51,남성,부산,Disney+,스탠다드 HD,13482,12.51,10,1,1,월간 구독,25,2,1,1,1,0,3,1,0,1,2,1,4,간편결제,0,15,7,태블릿,0
OTT03350,60,남성,서울,Tving,베이직,9663,26.55,10,5,1,월간 구독,24,1,0,1,0,0,1,0,1,0,2,0,1,간편결제,0,0,23,스마트폰,0
OTT03351,42,여성,경기,Disney+,스탠다드 HD,13490,23.72,28,2,0,월간 구독,21,1,1,0,0,1,2,0,0,1,1,0,3,신용카드,0,10,14,PC,0
OTT03352,27,남성,인천,Netflix,광고형 스탠다드,5000,4.67,27,5,0,연간 구독,45,1,1,1,0,1,3,1,0,0,0,0,4,간편결제,0,10,13,스마트TV,0
OTT03353,38,남성,서울,Tving,베이직,9478,27.54,32,5,0,월간 구독,39,1,0,0,0,0,0,1,1,0,0,0,4,신용카드,0,15,1,스마트TV,0
OTT03354,63,남성,경북,Netflix,연간 멤버십,12374,32.65,17,3,1,연간 구독,34,4,1,0,0,0,1,1,0,0,1,0,5,신용카드,0,15,23,스마트TV,0
OTT03355,56,여성,강원,Tving,베이직,9678,1.35,15,5,0,연간 구독,26,2,0,0,0,1,1,1,1,0,0,1,1,간편결제,0,5,31,스마트폰,0
OTT03356,44,남성,제주,Disney+,프리미엄 4K,17515,33.49,9,3,0,월간 구독,42,1,1,0,0,1,2,0,0,1,0,0,1,간편결제,0,0,31,스마트TV,0
OTT03357,44,여성,울산,Disney+,스탠다드 HD,13156,4.93,3,4,0,월간 구독,39,1,1,1,0,0,2,0,0,1,4,0,1,간편결제,0,0,15,스마트TV,1
OTT03358,19,남성,제주,Disney+,연간 멤버십,10844,111.5,11,5,1,연간 구독,5,2,1,1,0,1,3,0,0,1,2,0,3,신용카드,1,5,20,스마트TV,0
OTT03359,58,여성,부산,Netflix,광고형 스탠다드,5325,52.51,13,1,0,6개월 구독,6,1,0,0,0,1,1,1,0,0,3,0,3,휴대폰결제,0,0,2,스마트TV,0
OTT03360,65,여성,대구,Tving,프리미엄 4K,16676,2.9,8,1,1,연간 구독,32,1,0,0,0,0,0,0,1,0,0,0,5,간편결제,0,0,3,스마트폰,0
OTT03361,30,남성,제주,Tving,광고형 스탠다드,5521,87.74,14,5,0,월간 구독,41,4,1,0,0,1,2,0,1,0,1,0,1,간편결제,1,15,9,스마트TV,1
OTT03362,26,남성,광주,Tving,베이직,9691,22.44,38,1,1,6개월 구독,32,1,0,0,0,0,0,1,1,0,2,0,4,신용카드,0,20,0,스마트폰,0
OTT03363,69,남성,서울,Netflix,스탠다드 HD,14108,12.78,13,5,1,6개월 구독,8,3,1,0,1,1,3,1,0,0,0,0,2,정기결제,0,20,2,스마트폰,0
OTT03364,53,여성,강원,Disney+,스탠다드 HD,14167,14.65,1,5,0,월간 구독,18,1,1,0,0,0,1,0,0,1,1,0,5,간편결제,0,0,6,스마트폰,0
OTT03365,39,남성,경남,Disney+,광고형 스탠다드,5602,45.53,21,5,0,월간 구독,58,1,1,1,0,0,2,0,1,1,1,0,2,간편결제,0,0,25,태블릿,0
OTT03366,59,남성,전북,Netflix,프리미엄 4K,16505,4.25,26,4,0,월간 구독,54,1,1,0,1,1,3,1,1,0,1,0,2,신용카드,0,5,25,스마트TV,1
OTT03367,43,여성,대구,Netflix,스탠다드 HD,13577,3.03,11,5,1,월간 구독,1,1,1,0,1,0,2,1,0,1,0,1,5,간편결제,0,0,13,스마트TV,0
OTT03368,71,남성,대전,Netflix,스탠다드 HD,13692,49.38,27,3,1,6개월 구독,24,2,1,0,0,0,1,1,0,0,0,2,1,신용카드,0,5,5,스마트TV,0
OTT03369,29,여성,제주,Tving,스탠다드 HD,13668,200.62,38,3,1,월간 구독,47,1,0,1,0,1,2,0,1,0,1,1,3,간편결제,0,5,14,스마트폰,0
OTT03370,34,여성,서울,Netflix,베이직,9827,33.03,17,4,0,월간 구독,17,1,1,1,0,1,3,1,0,0,3,0,5,신용카드,0,15,34,스마트폰,0
OTT03371,31,남성,대전,Disney+,프리미엄 4K,17679,26.66,27,2,0,월간 구독,18,1,1,0,0,0,1,0,1,1,0,0,4,신용카드,0,15,9,스마트폰,0
OTT03372,31,남성,경기,Tving,스탠다드 HD,13118,147.06,29,5,0,월간 구독,20,1,1,0,0,1,2,0,1,0,2,0,4,신용카드,0,0,10,스마트TV,0
OTT03373,74,남성,광주,Tving,연간 멤버십,11193,13.79,24,5,0,연간 구독,26,1,0,0,1,1,2,0,1,1,2,0,5,신용카드,0,0,31,PC,0
OTT03374,51,여성,대구,Tving,스탠다드 HD,13792,13.76,29,2,0,월간 구독,50,1,1,0,0,1,2,0,1,0,2,2,5,간편결제,0,30,27,스마트폰,0
OTT03375,70,여성,서울,Netflix,스탠다드 HD,13171,117.76,25,2,0,연간 구독,30,1,1,1,0,0,2,1,0,0,1,0,2,신용카드,0,0,4,스마트폰,0
OTT03376,74,여성,경기,Disney+,베이직,9476,52.05,10,3,1,6개월 구독,37,1,1,0,1,1,3,0,1,1,1,1,3,간편결제,0,20,24,스마트TV,0
OTT03377,37,여성,광주,Tving,베이직,9501,2.76,0,5,1,연간 구독,27,1,1,0,0,1,2,1,1,0,2,2,1,신용카드,0,0,26,스마트TV,1
OTT03378,28,여성,서울,Disney+,광고형 스탠다드,5685,56.04,21,3,0,월간 구독,39,2,0,0,0,1,1,0,0,1,1,1,4,휴대폰결제,0,20,12,스마트폰,0
OTT03379,33,남성,경기,Tving,스탠다드 HD,13334,85.75,17,5,0,월간 구독,23,1,1,0,0,0,1,1,1,0,1,0,3,간편결제,0,0,20,태블릿,0
OTT03380,68,남성,전남,Tving,광고형 스탠다드,5478,16.01,3,1,1,6개월 구독,26,1,1,0,0,1,2,0,1,0,1,1,2,간편결제,0,0,10,스마트TV,0
OTT03381,48,여성,경기,Netflix,광고형 스탠다드,5783,24.14,17,5,0,월간 구독,5,1,0,1,0,0,1,1,1,1,1,0,3,신용카드,1,15,23,PC,1
OTT03382,72,남성,인천,Tving,광고형 스탠다드,5034,11.01,18,1,0,연간 구독,14,1,0,0,1,0,1,0,1,0,0,0,1,간편결제,0,20,25,스마트TV,0
OTT03383,23,남성,제주,Disney+,프리미엄 4K,16565,50.17,22,3,0,6개월 구독,35,3,0,0,0,0,0,0,1,1,3,0,5,간편결제,0,5,7,스마트폰,0
OTT03384,73,여성,경기,Disney+,프리미엄 4K,17709,54.56,31,1,0,월간 구독,53,2,1,0,0,1,2,0,0,1,0,0,5,정기결제,0,0,3,스마트TV,0
OTT03385,36,남성,경기,Disney+,베이직,9167,3.55,11,5,0,월간 구독,32,1,1,0,0,0,1,0,1,1,1,0,5,간편결제,0,10,12,스마트폰,0
OTT03386,54,여성,대구,Netflix,광고형 스탠다드,5299,56.61,0,4,0,월간 구독,45,2,0,0,0,1,1,1,0,0,1,0,2,신용카드,0,0,30,스마트TV,1
OTT03387,21,여성,충남,Disney+,베이직,9583,53.71,15,5,0,월간 구독,4,1,0,1,0,1,2,0,1,1,0,0,1,신용카드,1,10,28,스마트TV,1
OTT03388,64,남성,경남,Disney+,스탠다드 HD,13883,1.79,28,2,0,연간 구독,22,1,1,1,0,1,3,1,0,1,2,0,3,간편결제,0,10,4,태블릿,0
OTT03389,21,여성,경남,Netflix,프리미엄 4K,17897,40.53,33,5,0,월간 구독,49,1,0,0,1,0,1,1,1,1,0,0,4,신용카드,0,5,11,태블릿,0
OTT03390,37,남성,충남,Disney+,베이직,9726,47.59,13,5,0,월간 구독,33,2,0,0,0,1,1,0,0,1,0,1,2,신용카드,0,10,5,스마트폰,1
OTT03391,27,남성,경기,Netflix,광고형 스탠다드,5492,28.12,25,2,0,6개월 구독,13,1,0,0,0,0,0,1,1,0,0,0,1,정기결제,0,10,12,스마트폰,0
OTT03392,41,남성,서울,Tving,스탠다드 HD,13896,115.79,9,3,1,월간 구독,8,1,0,0,1,0,1,1,1,1,0,1,4,간편결제,0,5,16,스마트TV,0
OTT03393,71,남성,경기,Netflix,프리미엄 4K,16769,19.9,20,5,0,월간 구독,38,2,1,1,0,0,2,1,0,1,0,0,5,간편결제,0,0,24,태블릿,0
OTT03394,52,남성,서울,Disney+,베이직,9327,3.48,0,4,0,월간 구독,46,4,1,0,0,1,2,0,0,1,0,1,1,신용카드,0,0,7,태블릿,1
OTT03395,43,남성,강원,Netflix,베이직,9695,55.71,16,2,0,연간 구독,9,3,1,1,0,0,2,1,0,0,0,0,3,신용카드,0,30,3,태블릿,0
OTT03396,54,남성,대전,Tving,광고형 스탠다드,5000,46.47,23,5,1,연간 구독,58,1,1,0,0,0,1,0,1,0,0,0,2,간편결제,0,15,6,스마트TV,0
OTT03397,55,남성,서울,Netflix,광고형 스탠다드,5000,225.76,15,5,0,월간 구독,44,2,1,1,1,1,4,1,0,0,0,0,1,신용카드,0,0,32,스마트폰,1
OTT03398,38,여성,전남,Netflix,베이직,9025,13.15,5,3,1,월간 구독,28,1,1,0,0,0,1,1,0,0,1,0,5,간편결제,0,15,11,태블릿,0
OTT03399,71,여성,경기,Tving,프리미엄 4K,16970,25.17,20,1,1,월간 구독,1,4,0,1,0,1,2,0,1,0,1,1,2,신용카드,0,0,7,스마트TV,0
OTT03400,57,남성,경기,Netflix,베이직,9749,30.92,38,3,1,연간 구독,15,1,0,0,0,1,1,1,1,0,1,0,4,신용카드,0,5,11,태블릿,0
OTT03401,56,남성,대전,Tving,연간 멤버십,9968,98.85,11,1,1,6개월 구독,7,1,1,1,1,1,4,0,1,0,1,0,5,간편결제,1,0,24,스마트폰,1
OTT03402,38,남성,경기,Disney+,연간 멤버십,12341,26.77,12,5,1,월간 구독,17,1,1,0,0,1,2,0,0,1,3,0,4,간편결제,0,5,20,스마트폰,0
OTT03403,27,남성,인천,Disney+,광고형 스탠다드,5539,73.95,17,5,1,월간 구독,12,1,1,0,1,1,3,1,0,1,1,0,5,신용카드,0,10,31,스마트TV,0
OTT03404,55,여성,서울,Disney+,스탠다드 HD,13556,8.54,36,5,0,월간 구독,55,1,1,0,0,1,2,1,0,1,1,0,3,신용카드,0,5,27,태블릿,0
OTT03405,63,여성,경기,Netflix,광고형 스탠다드,5440,26.36,6,3,0,월간 구독,55,2,0,0,0,0,0,1,0,0,2,0,2,간편결제,0,0,12,PC,0
OTT03406,21,남성,충남,Netflix,광고형 스탠다드,5162,8.42,12,5,1,월간 구독,29,3,0,0,0,0,0,1,0,0,2,0,1,간편결제,0,15,27,스마트TV,0
OTT03407,74,남성,경남,Tving,베이직,9398,149.47,26,3,0,월간 구독,56,1,0,0,0,1,1,0,1,0,1,0,4,정기결제,0,15,19,스마트TV,0
OTT03408,62,남성,경기,Netflix,스탠다드 HD,13591,9.79,7,1,1,6개월 구독,14,2,1,0,0,1,2,1,1,0,0,0,4,간편결제,0,15,14,PC,0
OTT03409,37,여성,경기,Disney+,연간 멤버십,11299,27.16,11,1,0,6개월 구독,13,1,1,0,0,0,1,0,0,1,1,0,4,신용카드,0,5,13,PC,0
