나이,성별,지역,서비스,요금제유형,월정액,월시청시간,월평균접속횟수,프로필수,동시접속이용,구독유형,가입기간_개월,등록기기수,오프라인저장,키즈프로필,추가프로필구매,독점콘텐츠시청,부가서비스수,CS문의횟수_6개월,불만접수건수,만족도점수,결제방법,결제실패경험,할인율,주사용기기기간_개월,주사용기기,이탈여부,월평균요금,시청시간비율,고객가치점수,CS민감도
61,0,11,0,1,9620,8.13,31,5,0,0,48,1,1,1,0,1,3,0,1,2,1,0,10,15,2,0,8658.0,0.01670056079373883,89.0,3
53,1,8,1,2,13905,3.96,2,5,0,0,54,1,1,0,1,0,2,1,0,4,0,0,0,3,2,0,13905.0,0.008134590497319282,97.0,1
22,0,13,1,0,5787,100.54,16,5,0,2,18,1,0,0,1,1,2,2,0,1,2,0,0,17,1,1,5787.0,0.20652821429305068,49.0,2
30,1,1,0,1,8987,87.66,20,5,1,2,11,3,1,0,0,1,2,0,0,5,1,0,0,28,2,1,8987.0,0.18007025328156775,85.5,0
46,0,0,1,2,12869,37.04,18,5,0,2,22,1,0,1,1,1,3,1,0,4,0,0,20,8,2,0,10295.2,0.07608717980320864,96.0,1
48,0,8,2,3,11077,54.29,23,5,0,2,37,2,0,0,1,0,1,2,1,2,0,0,0,26,1,1,11077.0,0.11152194901501612,53.5,5
64,1,14,2,0,5837,63.52,26,5,0,2,23,3,1,0,1,1,3,0,0,3,1,0,5,16,1,0,5545.15,0.13048211828023254,86.5,0
74,1,8,1,3,13210,32.36,38,3,0,0,29,1,1,0,0,0,1,0,1,2,2,0,0,10,2,0,13210.0,0.06647357285183131,49.5,3
72,1,2,1,1,9290,14.87,15,5,1,2,57,1,0,1,0,1,2,1,0,1,0,0,15,32,3,0,7896.5,0.03054579815533781,68.5,1
33,0,13,2,2,13436,32.83,27,5,1,2,13,3,1,0,1,0,2,0,0,1,0,0,5,7,1,1,12764.199999999999,0.0674390419260081,46.5,0
59,0,14,0,2,13713,150.59,18,5,1,2,32,1,1,0,1,0,2,1,0,5,1,0,5,11,2,0,13027.349999999999,0.3093403997452805,96.0,1
47,0,11,2,1,9478,90.96,35,4,1,1,58,1,1,0,1,1,3,1,0,4,1,0,5,2,1,0,9004.1,0.18684907869600048,114.0,1
74,1,0,2,3,11791,31.33,23,5,0,1,44,1,0,1,1,0,2,0,0,2,3,0,20,10,1,0,9432.800000000001,0.06435775764672048,72.0,0
72,0,1,2,1,8981,12.78,20,1,1,1,10,1,0,1,0,0,1,2,0,4,3,0,0,9,2,0,8981.0,0.026252542059530412,60.0,2
33,0,8,1,0,5947,110.19,17,4,0,2,43,4,1,0,0,0,1,1,0,5,1,0,0,22,2,0,5947.0,0.22635114315646762,86.5,1
29,0,11,1,2,13878,50.84,11,3,0,2,48,2,1,1,1,0,3,0,1,3,0,0,20,14,2,0,11102.400000000001,0.10443499517265463,99.0,3
34,1,8,1,1,9356,25.94,28,3,0,1,6,2,0,0,0,1,1,0,1,1,1,0,5,33,2,0,8888.199999999999,0.05328567613648035,28.0,3
33,0,14,1,3,12882,5.92,11,4,0,2,21,1,1,0,1,1,3,1,0,4,0,1,0,25,3,0,12882.0,0.012160801955588423,95.5,1
29,1,8,1,0,5208,69.67,1,1,0,2,35,1,0,0,0,0,0,0,0,1,0,0,20,33,2,1,4166.400000000001,0.14311538382531172,27.5,0
25,0,5,1,3,12325,19.06,10,3,0,0,3,1,0,0,0,0,0,0,2,5,1,0,10,16,1,0,11092.5,0.03915285224214786,51.5,6
37,1,4,1,0,5223,46.61,21,1,0,1,21,1,1,0,0,1,2,1,0,3,0,0,0,6,2,0,5223.0,0.09574577350506358,70.5,1
20,0,7,1,1,8885,42.15,7,5,1,2,20,3,0,0,0,1,1,2,1,2,1,0,10,25,0,1,7996.5,0.08658408824798175,45.0,5
33,1,6,2,1,9302,60.14,11,5,0,2,50,1,1,0,0,0,1,2,0,4,0,0,0,26,2,0,9302.0,0.1235389577042378,80.0,2
47,1,8,2,3,12500,38.57,1,5,1,2,43,3,0,0,0,0,0,3,1,1,2,0,0,14,0,1,12500.0,0.079230089768082,31.5,6
62,0,7,1,1,9540,49.77,11,5,1,2,34,1,1,0,0,0,1,0,0,3,1,0,0,31,2,0,9540.0,0.1022370123867628,62.0,0
40,1,1,0,2,13196,4.25,37,3,0,1,3,2,1,1,0,1,3,0,0,1,3,0,10,34,1,1,11876.4,0.008730305457981553,56.5,0
45,0,14,1,1,9416,54.72,13,1,0,0,45,3,0,0,0,0,0,1,0,1,0,0,0,23,1,0,9416.0,0.11240525050841191,32.5,1
68,1,15,0,1,9349,10.8,18,3,0,0,45,1,1,0,1,1,3,0,1,5,0,0,0,20,3,0,9349.0,0.022185246810870772,117.5,3
57,1,14,1,4,17218,24.88,42,4,0,1,40,1,0,1,0,0,1,2,1,3,0,0,20,17,1,0,13774.400000000001,0.05110823524578378,65.0,5
71,0,8,0,0,5249,35.93,23,3,0,2,37,1,0,1,1,1,3,0,0,5,3,0,20,18,1,0,4199.2,0.07380702943653582,113.5,0
22,0,1,1,4,16573,58.06,22,5,0,1,53,1,1,1,0,1,3,1,1,5,1,0,30,22,2,0,11601.099999999999,0.11926624350362565,121.5,4
37,0,8,0,1,9504,67.82,10,5,0,1,5,2,1,0,0,1,2,0,0,4,0,0,0,22,2,0,9504.0,0.13931513321419034,72.5,0
57,0,8,1,0,5589,61.03,22,5,0,1,50,1,1,1,0,0,2,0,0,2,0,0,0,33,2,0,5589.0,0.12536718637661512,75.0,0
73,0,1,2,1,9543,5.0,37,5,0,2,11,1,1,0,0,0,1,1,0,2,0,0,30,0,1,1,6680.099999999999,0.010270947597625356,40.5,1
61,0,6,1,0,5207,24.46,7,3,0,2,54,2,0,0,0,1,1,0,0,5,1,0,0,7,0,0,5207.0,0.05024547564758325,92.0,0
18,0,1,1,2,14051,16.47,18,5,0,2,48,3,0,0,0,1,1,0,0,5,0,0,10,7,1,0,12645.9,0.03383250138657792,89.0,0
74,1,7,0,3,11846,25.41,8,5,0,1,17,1,0,0,0,0,0,1,2,1,0,0,20,24,1,1,9476.800000000001,0.052196955691132065,18.5,7
47,0,2,1,2,13609,52.05,36,5,0,1,4,1,0,0,0,0,0,3,0,1,1,0,15,6,1,0,11567.65,0.10692056449127996,12.0,3
38,0,10,0,4,17267,10.72,8,5,0,2,8,1,0,0,0,1,1,0,0,3,0,0,0,15,1,1,17267.0,0.022020911649308767,49.0,0
37,1,1,1,0,5433,34.87,12,5,1,2,41,3,1,0,0,0,1,3,1,4,1,0,10,34,1,0,4889.7,0.07162958854583923,75.5,6
23,0,1,2,0,5803,108.09,8,3,0,1,47,1,1,0,0,0,1,2,0,5,1,0,5,16,1,0,5512.849999999999,0.22203734516546497,88.5,2
39,0,11,2,2,13589,65.68,6,1,1,2,22,1,1,1,0,1,3,1,1,1,0,0,0,21,1,1,13589.0,0.1349191676424067,66.0,4
35,0,8,1,3,11091,64.62,20,5,0,0,32,1,0,0,0,1,1,0,1,2,0,0,10,26,1,0,9981.9,0.13274172675171012,51.0,3
25,1,4,1,1,9205,94.43,16,3,1,1,27,1,1,0,1,1,3,0,0,5,1,0,30,10,3,0,6443.5,0.1939771163287525,108.5,0
56,1,1,0,3,12170,25.48,23,3,0,2,58,1,1,0,1,1,3,1,0,4,1,1,5,2,1,0,11561.5,0.05234074895749882,114.0,1
49,0,3,0,1,9684,71.25,26,2,0,1,6,1,0,0,0,0,0,0,0,4,2,0,5,13,1,0,9199.8,0.14636100326616133,43.0,0
50,1,15,0,1,9304,3.02,3,5,0,2,31,2,0,0,1,1,2,1,1,5,1,0,5,17,3,0,8838.8,0.006203652348965715,95.5,4
70,1,5,1,1,9352,2.9,23,3,0,2,59,1,0,0,0,0,0,2,0,1,1,0,30,8,1,0,6546.4,0.005957149606622707,39.5,2
33,1,1,2,2,13065,20.16,10,5,0,2,4,1,1,1,0,0,2,0,0,2,3,0,10,7,1,1,11758.5,0.04141246071362544,52.0,0
29,1,1,1,1,9968,10.96,21,5,0,0,47,2,1,0,0,0,1,1,1,1,0,0,5,3,2,0,9469.6,0.022513917133994785,48.5,4
55,1,15,1,1,9433,36.55,23,5,0,2,39,1,0,1,0,1,2,2,0,5,0,0,15,0,1,0,8018.05,0.07508062693864136,99.5,2
69,0,11,0,4,16536,10.12,17,2,0,2,30,1,0,0,0,0,0,2,0,1,0,0,0,13,2,1,16536.0,0.02078839793759372,25.0,2
51,0,1,1,2,13417,185.61,33,5,0,2,43,2,0,0,0,1,1,1,0,3,0,0,0,25,0,0,13417.0,0.38127811671904854,66.5,1
31,0,8,1,2,13265,95.23,5,5,1,2,53,2,0,1,0,0,1,3,1,3,1,1,5,34,1,0,12601.75,0.19562046794437254,71.5,6
53,1,8,1,0,5734,202.37,8,3,1,2,33,2,1,0,0,1,2,0,0,1,3,0,10,8,0,1,5160.6,0.4157063330662887,56.5,0
50,1,15,2,1,9472,82.45,22,5,1,0,31,1,1,0,0,0,1,0,0,3,0,0,0,7,3,0,9472.0,0.16936792588484215,60.5,0
40,1,1,0,0,5584,150.91,41,5,0,2,28,2,1,0,0,1,2,0,1,1,1,1,0,20,2,0,5584.0,0.3099977403915285,54.0,3
67,1,7,2,3,10796,22.95,10,5,0,0,25,1,0,0,1,1,2,2,0,3,1,1,30,31,2,0,7557.2,0.04714364947310039,72.5,2
62,0,11,2,1,9564,34.45,19,5,0,2,56,2,1,0,0,1,2,0,0,4,0,0,0,6,2,0,9564.0,0.07076682894763872,98.0,0
19,1,5,0,3,12662,13.71,31,5,0,2,58,1,1,0,1,1,3,1,0,2,1,0,0,15,1,1,12662.0,0.02816293831268873,94.0,1
58,1,3,2,2,13930,50.5,29,5,0,2,49,2,0,1,0,0,1,0,0,3,3,0,0,31,2,0,13930.0,0.10373657073601611,69.5,0
38,1,3,1,2,13591,77.61,26,5,0,2,17,1,1,1,0,1,3,0,1,2,3,0,30,31,2,1,9513.699999999999,0.15942564861034078,73.5,3
19,1,11,1,1,9457,34.53,12,3,0,2,57,1,1,1,0,0,2,0,0,4,0,0,0,34,2,0,9457.0,0.07093116410920072,98.5,0
44,1,8,1,1,9828,17.58,19,3,0,2,31,1,0,0,0,0,0,1,1,2,1,0,0,9,1,1,9828.0,0.03611265175325075,35.5,4
74,0,1,2,0,6027,35.43,20,5,0,1,50,1,1,0,1,0,2,2,0,1,1,0,0,31,2,0,6027.0,0.07277993467677328,65.0,2
26,1,5,0,1,9973,3.25,30,4,0,1,36,2,1,1,1,0,3,1,0,4,2,0,15,22,1,0,8477.05,0.006676115938456482,103.0,1
18,0,7,1,2,13542,63.85,18,2,0,2,46,3,1,1,0,1,3,2,1,4,1,0,15,19,2,0,11510.699999999999,0.1311600008216758,108.0,5
28,1,6,1,0,5607,30.04,33,5,0,0,43,3,0,1,0,0,1,0,0,5,1,0,10,0,1,0,5046.3,0.06170785316653314,86.5,0
20,1,8,0,1,9539,114.25,19,4,0,2,17,4,1,0,0,0,1,1,1,1,0,1,20,35,3,1,7631.200000000001,0.23469115260573942,33.5,4
69,0,4,0,2,13738,128.36,21,5,0,1,10,1,1,0,0,0,1,1,1,1,1,0,20,30,2,1,10990.400000000001,0.2636757667262382,30.0,4
40,1,8,2,1,9740,6.71,18,5,1,2,51,2,1,1,0,0,2,0,0,3,0,0,15,6,1,0,8279.0,0.01378361167601323,85.5,0
43,0,15,1,3,12195,277.48,18,4,1,2,48,1,1,0,0,0,1,1,1,2,0,0,10,26,0,0,10975.5,0.5699965078778169,59.0,4
21,0,1,1,0,5599,175.03,19,5,0,1,22,1,1,0,0,1,2,1,0,2,0,1,15,1,2,1,4759.15,0.35954479160247327,61.0,1
35,0,9,1,1,8874,49.33,20,4,1,0,31,1,1,0,0,1,2,1,2,3,0,0,30,27,2,0,6211.799999999999,0.10133316899817177,75.5,7
72,1,8,1,2,13398,87.28,3,2,0,2,30,1,0,0,0,1,1,2,1,2,1,0,10,33,1,0,12058.2,0.17928966126414822,50.0,5
23,1,1,1,4,17113,0.93,17,5,0,2,51,1,0,1,0,0,1,1,0,3,0,0,10,21,1,0,15401.7,0.0019103962531583165,70.5,1
52,1,9,2,1,9867,175.97,36,5,0,0,20,1,1,1,0,0,2,0,0,4,0,0,0,9,1,0,9867.0,0.3614757297508268,80.0,0
39,0,1,1,0,5270,30.47,1,5,1,1,14,1,1,0,0,1,2,2,0,4,0,0,5,22,2,0,5006.5,0.06259115465992893,77.0,2
60,1,13,1,2,12569,120.23,17,3,1,2,15,1,0,0,1,1,2,1,0,3,0,0,30,18,1,0,8798.3,0.24697520593249933,67.5,1
32,1,4,1,2,13412,24.32,14,2,1,2,43,3,1,0,0,0,1,1,0,5,0,0,20,9,1,0,10729.6,0.04995788911484974,86.5,1
39,0,5,2,3,12232,77.6,23,5,0,1,57,1,0,0,0,0,0,2,1,1,3,0,0,22,3,0,12232.0,0.15940510671514552,38.5,5
54,0,1,2,0,5786,27.06,25,5,0,1,19,2,1,1,0,1,3,0,1,4,1,0,0,27,1,0,5786.0,0.05558636839834843,94.5,3
69,0,11,2,1,9668,22.53,21,5,0,2,53,1,1,0,0,1,2,5,0,1,1,0,5,13,3,0,9184.6,0.04628088987489986,66.5,5
59,1,5,1,4,17098,146.66,0,5,0,2,40,1,0,0,0,0,0,1,0,5,0,0,0,12,3,0,17098.0,0.30126743493354696,70.0,1
29,1,11,1,4,16883,60.05,0,4,0,2,31,2,1,0,0,1,2,0,0,4,0,0,30,25,2,0,11818.099999999999,0.12335408064748053,85.5,0
64,1,10,1,4,16925,91.65,0,3,0,0,37,1,1,1,0,1,3,1,1,1,0,0,15,24,0,0,14386.25,0.1882664694644728,73.5,4
66,0,1,1,1,9236,39.19,18,5,0,1,23,2,1,1,0,0,2,1,0,3,1,0,15,12,2,0,7850.599999999999,0.08050368727018754,71.5,1
59,1,1,0,4,16693,125.26,3,1,1,2,44,1,1,1,0,1,3,1,0,3,1,0,10,28,3,0,15023.7,0.25730777921571046,97.0,1
55,0,1,0,0,5506,67.35,0,3,1,1,58,1,1,0,0,0,1,1,0,4,0,0,15,1,0,0,4680.099999999999,0.13834966414001354,84.0,1
35,0,8,2,3,11863,3.75,10,5,0,0,14,1,1,0,0,1,2,2,0,2,0,0,0,34,1,1,11863.0,0.007703210698219018,57.0,2
62,1,1,0,2,14211,72.81,13,1,0,2,22,2,0,0,0,0,0,2,0,5,0,0,30,27,1,1,9947.699999999999,0.14956553891662044,61.0,2
52,0,16,2,1,9958,0.94,19,1,1,1,30,1,1,1,0,0,2,2,3,5,0,0,5,8,3,1,9460.1,0.001930938148353567,95.0,11
47,1,13,1,0,5486,88.32,20,4,1,2,48,1,1,0,0,1,2,1,0,4,0,0,0,27,3,0,5486.0,0.1814260183644543,94.0,1
41,0,1,0,3,12603,20.16,20,1,0,2,8,1,1,0,0,1,2,1,0,2,0,0,30,35,3,1,8822.099999999999,0.04141246071362544,54.0,1
59,1,14,1,0,5506,45.6,28,3,1,1,44,2,0,0,0,0,0,2,0,5,1,0,0,2,3,0,5506.0,0.09367104209034326,72.0,2
47,0,7,2,4,16897,69.19,17,1,0,2,31,1,1,0,0,0,1,3,0,2,3,0,10,4,1,1,15207.300000000001,0.14212937285593968,50.5,3
31,1,2,1,2,13356,50.66,27,5,1,2,16,2,1,0,0,0,1,0,0,2,0,0,15,35,3,0,11352.6,0.10406524105914011,43.0,0
23,0,9,1,0,5337,55.79,16,5,0,1,54,2,1,1,0,1,3,3,0,4,0,0,0,4,2,0,5337.0,0.11460323329430373,112.0,3
20,0,0,2,1,9604,111.59,16,1,1,2,39,2,0,1,1,1,3,1,0,1,0,0,15,25,1,0,8163.4,0.22922700848380273,74.5,1
33,1,8,1,4,16564,23.42,14,5,1,0,24,3,1,0,0,1,2,1,0,5,1,0,10,13,1,0,14907.6,0.048109118547277174,92.0,1
24,0,1,1,1,9349,39.61,19,4,0,1,21,2,0,0,0,0,0,1,0,2,0,0,0,24,1,1,9349.0,0.08136644686838808,30.5,1
69,1,8,1,0,5420,9.61,26,5,0,1,8,2,0,0,0,1,1,1,0,3,1,0,0,2,1,0,5420.0,0.019740761282635935,49.0,1
31,1,0,1,2,13079,31.51,26,5,1,2,18,2,0,0,0,1,1,1,0,5,0,0,15,18,1,0,11117.15,0.064727511760235,74.0,1
26,0,1,0,0,5083,8.13,26,1,0,2,38,1,1,0,0,1,2,0,0,4,1,0,20,28,2,0,4066.4,0.01670056079373883,89.0,0
32,0,13,0,4,17828,50.2,23,5,0,1,6,1,1,1,0,1,3,3,0,5,0,0,5,19,0,0,16936.6,0.10312031388015859,98.0,3
38,1,1,2,0,5876,19.6,8,5,0,2,14,1,1,0,0,0,1,1,0,4,1,0,5,10,1,0,5582.2,0.040262114582691404,62.0,1
52,1,12,1,1,9455,97.95,47,1,0,0,55,1,0,0,0,1,1,1,0,5,3,0,5,11,2,0,8982.25,0.20120786343748076,92.5,1
19,1,8,0,2,13135,21.05,6,5,0,1,30,1,1,1,0,1,3,1,0,3,2,0,15,35,1,0,11164.75,0.043240689386002756,90.0,1
44,0,8,1,0,5203,16.9,21,2,0,1,14,1,1,1,0,1,3,0,0,1,1,0,20,8,2,0,4162.400000000001,0.0347158028799737,62.0,0
19,1,1,1,0,5525,33.79,49,5,0,1,7,1,0,1,0,1,2,0,0,4,0,0,10,28,3,0,4972.5,0.06941106386475215,73.5,0
52,0,1,1,3,12477,9.64,28,3,0,2,4,4,1,1,0,1,3,1,1,5,3,0,5,9,2,0,11853.15,0.01980238696822169,97.0,4
35,1,1,0,2,13156,11.4,12,3,0,2,57,1,1,1,1,1,4,2,0,4,0,0,10,2,2,0,11840.4,0.023417760522585814,128.5,2
31,1,15,1,1,8941,76.43,32,3,0,2,19,1,1,0,0,0,1,1,0,3,0,0,5,17,2,1,8493.949999999999,0.15700170497730123,54.5,1
37,0,8,1,1,9352,34.38,21,2,0,0,25,1,1,0,0,0,1,2,0,2,0,0,10,0,1,0,8416.800000000001,0.07062303568127196,47.5,2
35,0,1,2,1,9463,11.56,11,5,0,0,25,1,1,1,1,1,4,1,0,5,3,0,5,31,2,0,8989.85,0.023746430845709827,122.5,1
27,0,12,1,0,5816,1.6,22,5,1,2,19,2,1,1,0,1,3,6,0,2,2,0,0,13,1,0,5816.0,0.0032867032312401145,74.5,6
42,0,8,2,4,16586,31.41,16,5,0,1,30,3,1,0,0,1,2,0,0,4,2,0,0,35,1,0,16586.0,0.06452209280828249,85.0,0
19,1,14,2,2,13652,67.86,17,4,1,0,43,1,0,0,0,0,0,1,0,1,0,0,0,3,1,0,13652.0,0.13939730079497134,31.5,1
42,0,14,1,1,9793,21.63,20,4,0,1,30,1,1,0,1,0,2,2,0,1,3,0,0,3,3,0,9793.0,0.044432119307327295,55.0,2
71,0,8,1,2,13576,14.25,26,5,0,1,15,2,0,1,0,0,1,0,0,1,1,0,0,0,1,1,13576.0,0.02927220065323227,32.5,0
50,0,1,1,3,10760,25.24,29,2,0,2,48,2,1,0,0,0,1,2,2,4,0,0,15,34,2,0,9146.0,0.0518477434728128,79.0,8
53,1,1,0,1,9268,159.87,12,3,0,0,29,1,0,0,0,1,1,2,0,5,1,0,0,14,1,0,9268.0,0.32840327848647316,79.5,2
48,1,15,0,1,9236,27.51,23,5,1,2,35,2,1,1,0,0,2,1,1,3,0,0,15,34,2,0,7850.599999999999,0.056510753682134714,77.5,4
31,0,5,1,0,5495,15.03,17,5,0,1,33,2,0,0,0,1,1,1,1,1,1,0,0,3,2,0,5495.0,0.03087446847846182,41.5,4
18,0,4,1,1,9310,42.11,27,5,1,0,39,1,1,0,0,0,1,0,0,5,2,0,20,14,3,0,7448.0,0.08650192066720075,84.5,0
63,1,15,1,1,9592,83.23,9,1,0,2,40,1,1,0,0,0,1,1,0,3,1,0,15,22,1,0,8153.2,0.1709701937100717,65.0,1
33,1,8,2,4,16801,1.13,19,5,1,2,23,1,1,0,0,1,2,1,1,3,3,0,0,32,1,0,16801.0,0.0023212341570633304,71.5,4
71,0,12,2,2,12705,40.83,1,5,1,2,23,1,0,1,0,0,1,1,0,2,1,0,15,6,2,0,10799.25,0.08387255808220866,46.5,1
63,0,9,1,4,16972,90.49,27,5,0,0,43,2,1,0,0,1,2,1,0,3,0,0,0,3,0,0,16972.0,0.1858836096218237,81.5,1
69,0,5,2,1,9705,12.14,38,1,0,0,37,1,0,1,1,1,3,2,0,5,1,0,20,4,1,0,7764.0,0.02493786076703437,113.5,2
20,0,2,2,1,9125,127.35,35,3,0,2,55,1,0,0,1,0,1,5,0,3,1,0,5,9,2,0,8668.75,0.26160103531151785,72.5,5
52,1,9,0,2,13294,43.1,28,4,0,2,42,1,1,1,0,1,3,2,0,4,0,0,10,11,1,0,11964.6,0.08853556829153057,106.0,2
58,1,1,1,1,9564,36.36,25,5,0,0,52,1,1,1,1,1,4,1,0,2,1,0,0,32,1,0,9564.0,0.07469033092993159,106.0,1
23,0,1,1,2,13752,165.74,40,5,0,1,30,3,1,0,0,0,1,3,1,3,0,0,0,33,2,0,13752.0,0.34046137096608536,60.0,6
42,1,11,1,3,11734,6.94,14,5,0,1,16,2,0,1,1,1,3,2,0,3,0,0,0,33,2,0,11734.0,0.014256075265503996,83.0,2
30,0,8,0,4,17940,67.38,17,5,0,2,33,1,0,1,0,0,1,1,0,1,0,0,0,24,1,0,17940.0,0.1384112898255993,41.5,1
70,1,14,0,0,5758,85.34,34,5,0,2,27,2,1,0,0,0,1,0,0,2,2,0,5,18,3,1,5470.099999999999,0.1753045335962696,48.5,0
51,1,8,2,1,9709,33.53,18,5,0,2,10,1,1,0,0,1,2,1,0,3,0,0,15,3,2,0,8252.65,0.06887697458967565,65.0,1
25,0,10,1,1,9910,0.32,10,5,1,2,20,1,0,0,1,0,1,1,0,1,3,0,0,23,2,1,9910.0,0.0006573406462480228,35.0,1
38,0,7,1,2,13543,37.15,4,5,1,2,4,1,1,0,0,0,1,1,0,2,3,0,0,31,1,1,13543.0,0.0763131406503564,37.0,1
51,1,8,1,3,12024,8.33,11,1,0,2,20,1,1,1,0,1,3,3,0,4,0,1,5,31,2,0,11422.8,0.017111398697643845,95.0,3
21,0,2,2,2,13359,41.34,37,5,0,0,15,4,1,1,0,0,2,3,1,3,0,0,5,15,3,0,12691.05,0.08492019473716646,67.5,6
42,0,3,1,1,9958,67.09,18,5,0,1,38,1,0,0,0,1,1,0,0,1,1,0,10,21,2,0,8962.2,0.13781557486493703,44.0,0
32,1,7,1,3,11374,37.87,12,5,0,2,15,4,1,0,0,0,1,1,0,5,0,0,0,14,1,0,11374.0,0.07779215710441445,72.5,1
21,1,1,2,0,5921,49.82,19,5,0,1,47,2,0,0,0,1,1,2,0,4,1,0,15,19,1,0,5032.849999999999,0.10233972186273906,78.5,2
62,0,8,1,1,9285,5.49,23,5,0,2,17,3,1,0,0,0,1,0,2,3,0,0,0,27,2,1,9285.0,0.011277500462192643,53.5,6
29,1,1,2,3,12425,5.1,1,4,0,0,20,1,1,0,1,0,2,2,0,2,0,0,5,9,1,1,11803.75,0.010476366549577863,60.0,2
49,0,1,1,0,5720,95.17,11,5,0,1,49,4,0,1,1,1,3,0,1,2,0,0,0,15,2,0,5720.0,0.19549721657320104,89.5,3
49,1,7,0,2,14262,2.53,5,1,1,1,17,1,1,1,0,1,3,0,0,1,1,0,5,16,2,0,13548.9,0.00519709948439843,63.5,0
45,1,14,2,1,9280,16.72,34,1,1,1,53,1,1,0,0,1,2,1,1,2,1,0,0,35,2,0,9280.0,0.03434604876645919,76.5,4
30,1,5,0,2,13317,138.79,18,5,1,0,12,2,0,1,0,1,2,1,0,3,3,0,10,28,1,0,11985.300000000001,0.28510096341488467,66.0,1
48,0,2,2,2,13901,30.7,18,3,0,1,11,2,0,0,1,0,1,2,0,1,1,0,10,16,2,0,12510.9,0.0630636182494197,30.5,2
31,1,6,0,0,5000,56.13,18,5,0,1,30,2,0,0,1,1,2,1,0,5,0,0,10,29,0,0,4500.0,0.11530165773094227,95.0,1
37,1,11,0,1,8782,12.53,8,5,0,0,26,1,1,0,0,1,2,2,0,1,1,0,10,29,1,0,7903.8,0.025738994679649144,53.0,2
35,0,3,2,4,16596,15.77,25,5,0,2,57,2,1,0,0,1,2,0,1,3,1,0,0,19,0,0,16596.0,0.032394568722910376,88.5,3
46,0,11,0,0,5674,35.57,38,1,0,1,48,2,1,0,0,1,2,0,0,3,1,0,5,27,1,0,5390.3,0.07306752120950678,84.0,0
23,0,3,1,2,13648,50.82,13,3,1,1,25,2,1,0,0,1,2,0,0,2,0,0,5,9,0,0,12965.599999999999,0.10439391138226413,62.5,0
49,0,1,1,3,11887,161.52,28,5,0,2,45,1,0,1,1,0,2,2,0,4,1,0,10,26,2,0,10698.300000000001,0.33179269119368954,92.5,2
46,1,8,1,3,12014,42.72,18,3,0,2,17,3,0,0,0,1,1,1,0,1,0,0,15,1,2,0,10211.9,0.08775497627411105,33.5,1
60,0,3,2,3,12078,5.04,12,4,1,1,54,2,0,0,0,0,0,0,1,1,0,0,20,3,3,0,9662.4,0.01035311517840636,37.0,3
19,0,5,2,0,5701,22.86,29,3,1,0,41,3,1,1,0,1,3,0,0,4,1,1,0,35,1,0,5701.0,0.04695877241634313,105.5,0
40,1,2,0,2,13517,14.0,3,5,0,2,59,2,0,1,0,0,1,2,1,4,1,0,0,31,1,0,13517.0,0.028758653273351,84.5,5
36,0,14,1,1,9368,14.68,5,3,0,0,1,2,1,0,0,0,1,0,1,2,0,0,0,1,1,0,9368.0,0.030155502146628047,35.5,3
48,0,8,1,2,14499,35.2,37,5,0,2,50,3,1,0,0,0,1,1,0,3,0,0,20,13,3,0,11599.2,0.07230747108728251,70.0,1
68,0,7,1,2,13511,19.04,15,2,0,0,26,1,0,1,0,1,2,2,2,5,3,0,0,26,1,0,13511.0,0.03911176845175736,93.0,8
22,1,1,2,1,9918,17.08,31,1,0,2,3,2,1,0,1,1,3,0,0,5,1,0,10,13,1,0,8926.2,0.03508555699348821,96.5,0
36,1,4,1,4,16549,172.13,18,1,1,2,53,1,1,1,0,1,3,1,0,5,3,0,0,0,2,0,16549.0,0.3535876419958505,121.5,1
51,1,13,0,3,10915,43.85,0,5,0,1,59,2,1,0,0,1,2,1,0,3,0,0,5,22,1,0,10369.25,0.09007621043117438,89.5,1
27,0,1,1,3,12649,15.18,26,1,0,0,58,1,0,1,0,1,2,3,0,4,2,0,10,13,1,0,11384.1,0.031182596906390584,99.0,3
42,1,7,1,2,13926,16.14,23,1,0,1,43,2,0,0,0,1,1,1,0,3,0,0,5,8,1,0,13229.699999999999,0.033154618845134654,66.5,1
19,0,9,0,1,9387,83.31,12,5,0,2,56,2,0,0,1,1,2,2,0,4,3,0,0,21,1,0,9387.0,0.1711345288716337,98.0,2
28,0,8,2,1,9531,108.79,30,5,0,2,11,1,0,1,1,1,3,1,0,5,1,0,5,33,0,0,9054.449999999999,0.22347527782913254,100.5,1
67,0,12,1,0,5743,56.82,29,5,0,1,47,1,1,0,1,0,2,3,1,1,0,0,20,13,3,0,4594.400000000001,0.11671904849941456,63.5,6
48,1,5,2,1,9585,28.23,12,4,0,1,28,1,1,0,0,1,2,2,0,1,0,0,5,12,2,0,9105.75,0.05798977013619277,54.0,2
73,0,14,1,2,12918,72.32,30,1,1,2,28,1,1,0,0,0,1,0,0,1,1,0,20,34,0,0,10334.400000000001,0.14855898605205314,39.0,0
32,0,1,0,1,10009,138.54,22,4,1,0,30,1,1,1,0,0,2,0,1,1,1,0,5,16,3,0,9508.55,0.28458741603500337,55.0,3
26,0,8,2,1,9437,9.09,20,5,0,1,35,2,0,1,1,0,2,1,2,1,1,0,10,32,1,0,8493.300000000001,0.018672582732482897,57.5,7
